1 Leader Name,1 Title,1 Role,2 Leader Name,2 Title,2 Role,3 Leader Name,3 Title,3 Role,Founding Year,Year Pastor Joined,Pastor Bio,Statement of Faith,Mission statement,Welcome Message,Church Name,Denomination,Affiliations,Similar To,Street 2,Street 1,Street 2,City,State,Zip,Church Phone Number,Church Email contact,Website,Parking,Blog,Facebook,Twitter,Google Plus,Instagram,YouTube,Podcast,Other social media,Service Details,other language services,Languages,Size,Programs & Ministries - Nursery Care,Programs & Ministries - Education,Programs & Ministries - Age Groups,Programs & Ministries - Gender Groups,Programs & Ministries - Music and Arts,Programs & Ministries - Social,Programs & Ministries - Spiritual,Programs & Ministries - Support and Counseling,Programs & Ministries - Outreach,Special Needs Accommodations,"If ""other"", please explain below.",Gay Affirming,"If Other, add below",Home Church,"If Other, add below",1 ServiceDay,1 StartTime,1 StartTimeRange,1 Language,1 MusicStyle,1 ServiceStyle,1 DressAttire,1 AgeDemographic,1 InstrumentTypes,1 Duration,2 ServiceDay,2 StartTime,2 StartTimeRange,2 Language,2 MusicStyle,2 ServiceStyle,2 DressAttire,2 AgeDemographic,2 InstrumentTypes,2 Duration,3 ServiceDay,3 StartTime,3 StartTimeRange,3 Language,3 MusicStyle,3 ServiceStyle,3 DressAttire,3 AgeDemographic,3 InstrumentTypes,3 Duration,4 StartTime,4 StartTimeRange,4 Language,4 MusicStyle,4 ServiceStyle,4 DressAttire,4 AgeDemographic,4 InstrumentTypes,4 Duration,5 ServiceDay,5 StartTime,5 StartTimeRange,5 Language,5 MusicStyle,5 ServiceStyle,5 DressAttire,5 AgeDemographic,5 InstrumentTypes,5 Duration,1 Atmosphere,2 Atmosphere,3 Atmosphere,4 Atmosphere,5 Atmosphere
,Pastor,Pastor,,,,,,,,,,,,,Amistad United Church of Christ,United Church of Christ,,,,735 Brookside Dr,,Vacaville,CA,95688,,,http://amistad-vacaville.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
Howell,Pastor,Pastor,,,,,,,,,,http://antiochchurchfamily.com/acfbeliefs.html,,,Antioch Church Family,Southern Baptist,,,,55 East 18th Street ,,Antioch,CA,94509,(925) 778-7454,info@antiochchurchfamily.com,http://antiochchurchfamily.com/,,,,,,,,,,Morning Worship - 10:30 am,,,,,,CHILDRENS_GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Golden Gate House Church,Baptist,,,,157 Woodland Ave Unit 7,,San Rafael,CA,94901,,,http://baychurches.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Bayside Community Church,Baptist,,,,1401 Beach Park Blvd,,Foster City,CA,94404,,,http://baysidechurch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Eglise Baptiste de la Grace,Baptist,,,,1473 S Novato Blvd,,Novato,CA,94947,,,http://beniayiti.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Benicia Lutheran Church,Lutheran,,,,201 Raymond Dr,,Benicia,CA,94510,,,http://benicialutheran.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Berkeley Baptist Church,Baptist,,,,1901 Hearst Ave,,Berkeley,CA,94709,,,http://berkeleybc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Covenant Orthodox Presbyterian Church,Presbyterian,,,,1623 University Ave,,Berkeley,CA,94703,,,http://berkeleyopc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
Ken Patton,Pastor,Pastor,,,,,,,,,,http://www.bethelbaptistca.org/beliefs.html,,,Bethel Baptist Church,Baptist,,,,3578 Clayton Road,,Concord,CA,94519,(925) 798-7470,info@bethelbaptistchurch.ca,http://bethelbaptistca.org/,,,,,,,,,,10:45 a.m,,,,,BIBLE_STUDY,HIGH_SCHOOL_GROUP,"MENS_GROUP, WOMENS_GROUP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
Tom Dodge,Pastor,Pastor,,,,,,,,,,,,,Burlingame Seventh-day Adventist Church,Seventh-day Adventist,,,,707 El Camino Real,,Burlingame,CA,94010,(650) 342-2952,,http://burlingameadventistchurch.com,,,,,,,,,,"Wednesday07:30pm: Bible Study GroupFriday07:30pm: VespersSaturday09:30am: Sabbath Schools Bible Study11:00am: Church Service",,,101,,,,,,,,,,,,,,,,SATURDAY,11:00:00,LATE_MORNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SATURDAY|0.458333333333333|LATE_MORNING||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Calistoga Seventh-day Adventist Church,Seventh-day Adventist,,,,2102 Grant St,,Calistoga,CA,94515,,,http://calistogasda.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
Michael Furlong,Pastor,Pastor,,,,,,,,,,,,,Calvary Christian Center Assembly of God,Assemblies of God,,,,1516 Grand St,,Alameda,CA,94501,(510) 521-1943,,http://calvaryalameda.org,,,,,,,,,,"Sunday10:00am: Sunday Morning ServiceFriday07:00pm: Youth Ignite",English,,101,,,"CHILDRENS_GROUP, HIGH_SCHOOL_GROUP",,,,,,"COMMUNITY_SERVICE, MISSION_OUTREACH, FOOD_PANTRY_OUTREACH",,,,,,,SUNDAY,10:00:00,MID_MORNING,,"Passionate Reverent,Contemporary,Hillsong-style,Praise and Worship","Casual, Spirit-filled, Friendly, Hand-clapping, Lively",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUNDAY|0.416666666666667|MID_MORNING||Passionate Reverent,Contemporary,Hillsong-style,Praise and Worship|Casual, Spirit-filled, Friendly, Hand-clapping, Lively|||||",||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Calvary Korean Baptist Church,Baptist,,,,16330 Los Gatos Blvd,,Los Gatos,CA,95032,,,http://calvarykorean.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
Dave Jackson,Pastor,Pastor,,,,,,,,,"Dave grew up in the north of England where he first remembers hearing the Gospel at a local football stadium as Billy Graham was preaching. It was there in 1984 that Dave received Christ as his Lord and Saviour.Before heading to college, Dave attended Capernwray Hall Bible School where he learnt many of the most important lessons for living daily in Gods will. While later serving as the Director of Outreach in the Bible School, Dave met his wife, Sadie. They enjoyed several years ministering together before moving with their two children to California in 2008.God's Word is central to Dave and his families’ daily life, and is the reason he regards it a privilege to serve at Calvary San Ramon in Bible teaching as well as the training and equipping of the fellowship to spread the Good news of Jesus to those God has put in our lives. Romans 1:16 reminds Dave that as His people we have a responsibility to put Jesus first while serving Him with our entire lives; “For I am not ashamed of the gospel, because it is the power of God that brings salvation to everyone who believes: first to the Jew, then to the Gentile.“Dave has a special interest in science and has enjoyed teaching many seminars based on the topics of Creation and Evolution. It is Dave’s passionate belief that the world of science points directly to a wonderful, creator God.",,,,Calvary San Ramon,Calvary Chapel,,,,12501 Alcosta Blvd,,San Ramon,CA,94583,(925) 361-2652,info@calvarysanramon.org,http://calvarysanramon.org/,Parking Lot,,,,,,,,,,,,,"INFANT_CARE, TODDLER_CARE",,,,,,,,,,,,,,,Sunday,10:00:00,MID_MORNING,English,,,,,,1:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday|0.416666666666667|MID_MORNING|English||||||0.0625|,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Calvary So Baptist Church,Baptist,,,,3137 Forbes Ave,,Santa Clara,CA,95051,,,http://calvary-santa-clara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Campbell Seventh-day Adventist Church,Seventh-day Adventist,,,,600 W Campbell Ave,,Campbell,CA,95008,,,http://campbell.adventistfaith.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Campbell Community Church,Baptist,,,,860 Harriet Ave,,Campbell,CA,95008,,,http://campbellcommunity.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,St. Augustine Catholic Church,Catholic,,,,3999 Bernal Ave,,Pleasanton,CA,94566-7264,,,http://catholicsofpleasanton.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Chinese Bible Baptist Church,Baptist,,,,1347 Richardson Ave,,Los Altos,CA,94024,,,http://cbbcsbc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Calvary Baptist Church,Baptist,,,,1321 Hudson St,,Redwood City,CA,94061,,,http://cbc-rwc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Community Christian Baptist Church,Baptist,,,,305 W Main Ave,,Morgan Hill,CA,95037,,,http://CC-MH.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Ceres Christian Church,,,,,3502 Roeding Road,,Ceres,CA,95307,,,http://cereschristianchurch.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,10,all ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||9|5|10|all ages|||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,First Chinese United Methodist Church,Methodist,,,,2856 Washington Blvd,,Fremont,CA,94539,,,http://chinesemethodist.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Vacaville Christian Church,,,,,66 Vine St,,Vacaville,CA,95688,,,http://ChristianChurchofVacaville.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Christ Lutheran Church,Lutheran,,,,2370 Harbor View Dr,,Martinez,CA,94553,,,http://christmartinez.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Community Reformed Church,Reformed,,,,457 Capistrano Dr,,Oakland,CA,94603,,,http://churches.rca.org/communityoakland/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,church of Christ,Church of Christ,,,,,,San Mateo,CA,94401,,,http://church-of-christ.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Alameda Church of Christ,Church of Christ,,,,2708 Encinal Ave,,Alameda,CA,94501,,,http://church-of-christ.org/alameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Martinez Church of Christ,Church of Christ,,,,1865 Arnold Dr,,Martinez,CA,94553,,,http://churchofchrist-mtz.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,The City of the Lord Zion Assembly of God,Assemblies of God,,,,3618 Dimond Ave,,Oakland,CA,94602,,,http://cityofthelordzion.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Concord Korean Baptist Church,Baptist,,,,5000 Hiller Ln,,Martinez,CA,94553,,,http://ckbch.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Cloverdale Seventh-day Adventist Church,Seventh-day Adventist,,,,1085 S Cloverdale Blvd,,Cloverdale,CA,95425,,,http://cloverdale.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Coastside Baptist Church,Baptist,,,,454 Metzgar St,,Half Moon Bay,CA,94109,(650) 726-2013,pastor@coastsidebaptist.org,http://coastsidebaptist.org,,,,,,,,,,"Sunday10:00am: 11:00am: ",English,,99,,,HIGH_SCHOOL_GROUP,,,,,,,,,,,,,SUNDAY,11:00:00,LATE_MORNING,,Traditional Hymns,"Multigenerational, Casual, Down to Earth, Friendly, Conservative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUNDAY|0.458333333333333|LATE_MORNING||Traditional Hymns|Multigenerational, Casual, Down to Earth, Friendly, Conservative|||||",||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Cross and Crown Lutheran Church,Lutheran,,,,5475 Snyder Ln,,Rohnert Park,CA,94928,,,http://crossandcrownrp.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Cross Bearers Church,Baptist,,,,2607 Myrtle St,,Oakland,CA,94607,,,http://crossbearerschurch.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Crosspoint Chinese Church,Baptist,,,,658 Gibraltar Ct,,Milpitas,CA,95035,,,http://crosspointchurchsv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Crossroads Christian Center,Assemblies of God,,,,270 San Bruno Ave W,,San Bruno,CA,94066,,,http://crossroadsag.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Crossroads Church,Baptist,,,,41386 Fremont Blvd,,Fremont,CA,94538,,,http://crossroadsfremont.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Christ the Lord Episcopal Church,Episcopal,,,,592 Tennent Ave,,Pinole,CA,94564,,,http://ctlpinole.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Dixon United Methodist Church,Methodist,,,,209 N Jefferson St,,Dixon,CA,95620,,,http://DixonUMC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Dream Baptist Church,Baptist,,,,2420 N Foothill Blvd,,Los Altos,CA,94024,,,http://dreambaptist.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,East Palo Alto Seventh-day Adventist Church,Seventh-day Adventist,,,,994 Beech St,,East Palo Alto,CA,94303,,,http://eastpaloalto22.adventistchurchconnect.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,El Cerrito United Methodist Church,Methodist,,,,1231 Cabrillo St,,El Cerrito,CA,94530,,,http://elcerritoumc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
Greg Schaefer,Pastor,Pastor,,,,,,,,,,,,"Worship is not a production or a performance. Worship is an a time set aside for an encounter with God, and is aided by words, sights, sounds, and silence that foster that encounter. At UniChu, you'll find worship that is best described as 'organic' - that is, it grows out of the context and lives of the gathered community. We worship from 10:00 to 11:15 every Sunday morning. Join us!",University Lutheran Church,Lutheran,,,,1611 Stanford Ave,,Palo Alto,CA,94306,(650) 857-9660,,http://elcm.stanford.edu,,,,,,,,,,"Sunday10:00am: Worship is not a production or a performance. Worship is an a time set aside for an encounter with God, and is aided by words, sights, sounds, and silence that foster that encounter. At UniChu, you'll find worship that is best described as 'organic' - that is, it grows out of the context and lives of the gathered community. We worship from 10:00 to 11:15 every Sunday morning. Join us!",English,,99,TODDLER_CARE,"ADULT_EDUCATION, ","CHILDRENS_GROUP, HIGH_SCHOOL_GROUP",,CHOIR,,,,"COMMUNITY_SERVICE, SOCIAL_JUSTICE, FOOD_PANTRY_OUTREACH",,,,,,,SUNDAY,10:00:00,MID_MORNING,,"Passionate Reverent,Traditional Hymns,Jazz","Casual, Creative, Down to Earth, Inclusive, Progressive, Friendly, Neighborhood-focused, Multigenerational, Young families, Young, Lots of kids, Traditional Liturgy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUNDAY|0.416666666666667|MID_MORNING||Passionate Reverent,Traditional Hymns,Jazz|Casual, Creative, Down to Earth, Inclusive, Progressive, Friendly, Neighborhood-focused, Multigenerational, Young families, Young, Lots of kids, Traditional Liturgy|||||",||||||||||,||||||||||,|||||||||,||||||||||
Timothy Carnahan,Pastor,Pastor,,,,,,,,,,,,,Faith Lutheran Church,Lutheran (ELCA),,,,4930 Newanga Ave,,Santa Rosa,CA,94505,(707) 539-2521,,http://energizedbyfaith.com/,,,,,,,,,,"Sunday10:00am: General worship service",English,,99,,"ADULT_EDUCATION, SUNDAY_SCHOOL","CHILDRENS_GROUP, HIGH_SCHOOL_GROUP",,CHOIR,,,,"COMMUNITY_SERVICE, MISSION_OUTREACH, FOOD_PANTRY_OUTREACH",,,,,,,SUNDAY,10:00:00,MID_MORNING,,"Traditional Hymns,Gospel Choir,Organ","Friendly, Spirit-filled, Multigenerational, Inclusive, Charismatic, Neighborhood-focused",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUNDAY|0.416666666666667|MID_MORNING||Traditional Hymns,Gospel Choir,Organ|Friendly, Spirit-filled, Multigenerational, Inclusive, Charismatic, Neighborhood-focused|||||",||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Msn Hispana Esperanza Viva Baptist Church,Baptist,,,,4673 Thornton Ave Ste P,,Fremont,CA,94536,,,http://esperanzaviva.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Highway International Christian Fellowship,Christian and Missionary Alliance,,,,1319 W Texas St Ste A,,Fairfield,CA,94533,(707) 422-9244,,http://facebook: hicfthehighway,,,,,,,,,,,English,,101,,"ADULT_EDUCATION, ",,,,,,,"COMMUNITY_SERVICE, MISSION_OUTREACH",,,,,,,,,,,"Contemporary,Traditional Hymns","Friendly, Neighborhood-focused, Spirit-filled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"||||Contemporary,Traditional Hymns|Friendly, Neighborhood-focused, Spirit-filled|||||",||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Fairfield Community Seventh-day Adventist Church,Seventh-day Adventist,,,,1101 E Tabor Ave,,Fairfield,CA,94533,,,http://fairfield25.adventistchurchconnect.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Fairfield Spanish Seventh-day Adventist Church,Seventh-day Adventist,,,Fairfield English Church,1101 E Tabor Ave,,Fairfield,CA,94533,,,http://fairfieldspanish22.adventistchurchconnect.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,First Baptist Church,Baptist,,,,400 Llewellyn Ave,,Campbell,CA,95008,,,http://fbccampbell.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,First Baptist Church,Baptist,,,,10505 Miller Ave,,Cupertino,CA,95014,,,http://fbccupertino.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Faith Bible Church,,,,Alta Mira Club,561 Lafayette Ave.,,San Leandro,CA,94577,,,http://fbc-tricity.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,young families,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||5|5|5|young families|||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Family Bible Fellowship Baptist Church,Baptist,,,,37620 Filbert St,,Newark,CA,94560,,,http://fbfministries.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,First Mongolian Christian Church,,,,,111 Fairmount Ave,,Oakland,CA,94611,,,http://fmcchurch.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Fremont Seventh-day Adventist Church,Seventh-day Adventist,,,,225 Driscoll Rd,,Fremont,CA,94539,,,http://fremont.adventistfaith.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
,Pastor,Pastor,,,,,,,,,,,,,Fremont Chinese Seventh-day Adventist Company,Seventh-day Adventist,,,Christ The King Lutheran Church,1301 Mowry Ave,,Fremont,CA,94538,,,http://fremontchinese.adventistfaith.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||||||,||||||||||,||||||||||,|||||||||,||||||||||
